CustomerID,TransactionNo,Date,ProductNo,product,market_price,Quantity,CustomerNo
17,581492,12-04-2021,21356,Steel Cut Oats,650,16,15492
17,581492,13-04-2021,21378,Zucchini - Green,62.5,2,15492
17,581492,14-04-2021,21379,Green Sliced Olives,200,1,15492
17,581492,15-04-2021,21383,Ready To Eat - Khatta Meetha Poha,60,1,15492
17,581492,16-04-2021,21402,Roasted Soyanuts - Wasabi,185,1,15492
17,581492,19-04-2021,21408,Radiance Boost Orange Aroma Mask,125,2,15492
17,581492,20-04-2021,21411,Muffin/Cup Cake Vanilla 200 g + Choco Chip 200 g (Pack of 4 each),318,1,15492
17,581492,21-04-2021,21467,Masala Oats - Veggie Twist,195,1,15492
17,581492,22-04-2021,21471,Sunscreen Cream - Sunblock Anti Aging SPF UV 60,475,2,15492
17,581492,23-04-2021,21479,Sunblock Lotion,210,2,15492
17,581492,26-04-2021,21481,Copper Water Fliptop Bottle - Stripes,1299,3,15492
17,581492,27-04-2021,21484,For Men Evolution Eau De Toilette,3300,1,15492
17,581492,28-04-2021,21485,"Long & Black Shampoo - With Goodness Of Amla & Bhringraj, For Shiny, Black Hair",190,1,15492
17,581492,29-04-2021,21494,Toothpaste - Complete Care,80,11,15492
17,581492,30-04-2021,21506,Olive Oil - Pomace,3330,3,15492
17,581492,03-05-2021,21507,Glass Set - Solo Shot Bar,888,1,15492
17,581492,04-05-2021,21508,Bonacure Conditioner - Repair Rescue,900,1,15492
17,581492,05-05-2021,21509,Vegan Chipotle Mayo - Dairy-Free,350,2,15492
17,581492,06-05-2021,21528,Blueberry,418.75,1,15492
17,581492,07-05-2021,21544,"Oregano - Organic, USDA Certified",99,2,15492
17,581492,10-05-2021,21558,Chunky Salsa - Mild,165,1,15492
17,581492,11-05-2021,21559,Multigrain Energy Bar - Nuts n Seed,40,1,15492
17,581492,12-05-2021,21615,Active Fresh Gel Toothpaste,50,2,15492
17,581492,13-05-2021,21616,Hydro Replenish Radiance Day Crème with SPF 15,149,6,15492
17,581492,14-05-2021,21620,Anti-Hair Fall Shampoo,130,5,15492
17,581492,17-05-2021,21642,"Cereal - Ragi, Rice & Mango With Milk",300,4,15492
17,581492,18-05-2021,21648,Fenugreek/Methi/Menthya,30,2,15492
17,581492,19-05-2021,21650,Hair Spa Oil Therapy,390,14,15492
17,581492,20-05-2021,21675,"Sauce - Bhut Jolokia, Sweet Chilli",225,2,15492
17,581492,21-05-2021,21677,Dry Fruit Mixed Chatpata,215,1,15492
17,581492,24-05-2021,21678,Organic Coriander Powder,48,2,15492
17,581492,25-05-2021,21680,Stainless Steel Induction Base Tope,435,1,15492
17,581492,26-05-2021,21703,"Adult Cat Food Pocket Tuna 7 kg + Wet Meal Tuna In Jelly, for Adult Cat 1.02 kg",2220,1,15492
17,581492,27-05-2021,21704,"Pork - Mortadella with Olives, Sliced",456,1,15492
17,581492,28-05-2021,21716,Andhra Special Allam/Ginger Pickle,210,1,15492
17,581492,31-05-2021,21718,New Dry Diapers - Medium,425,1,15492
17,581492,01-06-2021,21724,Fruit N Fibre Muesli - Mixed Fruit,320,1,15492
17,581492,02-06-2021,21731,Basa Fish - Fillet Family Pack,499,6,15492
17,581492,03-06-2021,21739,Baby Corn - Sweet & Sour,715,2,15492
17,581492,04-06-2021,21774,Kool - Badam,20,1,15492
17,581492,07-06-2021,21786,Creamy Crackers - Original,180,3,15492
17,581492,08-06-2021,21787,Dried - Cranberries 200G + Prunes 200G + Apricots  200G + Blueberries 150G,1280,2,15492
17,581492,09-06-2021,21790,Milly Magic Chocolate Balls - Gluten Free,485,5,15492
17,581492,10-06-2021,21791,Millet Based Nutrition Bar - Classic,20,1,15492
17,581492,11-06-2021,21808,"Bathroom Cleaner - Liquid, Hand Made",120,3,15492
17,581492,14-06-2021,21810,Kodo Millet Rice - Pesticide Free,85,25,15492
17,581492,15-06-2021,21812,Amla Juice,220,7,15492
17,581492,16-06-2021,21813,Cheddar - English,530,3,15492
17,581492,17-06-2021,21822,Power - Fresh Breath Fluoride Toothpaste 100 g + Sensitive Toothpaste 80 g,240,12,15492
17,581492,18-06-2021,21828,"Matcha Moringa Bar Bites - Mini, Gluten-free, Vegan",168,1,15492
17,581492,21-06-2021,21832,Sugar Free Juice - Lemon Ginger Squash,330,1,15492
17,581492,22-06-2021,21833,Wipeout Germ Killing Soap,69,2,15492
17,581492,23-06-2021,21871,Jelly Crystal - Raspberry,45,1,15492
17,581492,24-06-2021,21874,Black Tea,155,2,15492
17,581492,25-06-2021,21876,Grainy Delight,150,4,15492
17,581492,28-06-2021,21879,"Kitchen Cleaning/Dusting Microfibre Cloth - Grey, G130060GR",299,1,15492
17,581492,29-06-2021,21889,Amla Churna,80,3,15492
17,581492,30-06-2021,21890,Professional Herbal Orange Facial Massage Cream,225,1,15492
17,581492,01-07-2021,21892,Eggless Mayonnaise Dip,149,1,15492
17,581492,02-07-2021,21900,Nilgiri Green Tea - Yakuso Tulsi,750,4,15492
17,581492,05-07-2021,21901,"Peri Peri Sauce - Bird Eye Chili, Hot & Tangy",179,2,15492
17,581492,06-07-2021,21902,"Menstrual Cup - Wings, Pratham",489,1,15492
17,581492,07-07-2021,21905,Wonderz Milk Fruit N Milk - Mango,35,1,15492
17,581492,08-07-2021,21906,Cow Ghee/Tuppa,540,1,15492
17,581492,09-07-2021,21914,"Organic - Black Cardamom Ealachi, Whole",47,2,15492
17,581492,12-07-2021,21916,Ultimate Choco Berry,950,2,15492
17,581492,13-07-2021,21930,Steel Belly Shape Storage Dabba/ Container Set With PP Lid - Silver & Blue,995,1,15492
17,581492,14-07-2021,21931,Kool - Koko,120,1,15492
17,581492,15-07-2021,21932,"Apple Cider Vinegar - With Mother, Unfiltered & Unpasteurized",500,1,15492
17,581492,16-07-2021,21934,Dare Deodorant Spray - Men,210,3,15492
17,581492,19-07-2021,21935,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20247),2290,9,15492
17,581492,20-07-2021,21936,Hydrating Body Lotion,349,1,15492
17,581492,21-07-2021,21942,Nuts & Seeds Bar,40,2,15492
17,581492,22-07-2021,21945,"Nacho Chips - Cheese With Herbs, No Onion, No Garlic",70,2,15492
17,581492,23-07-2021,21947,Pistachio,480,1,15492
17,581492,26-07-2021,21949,7 O Click - Permasharp Stainless Blade,22,2,15492
17,581492,27-07-2021,21967,Classic Sandalwood & Tulsi Hand Wash,209,1,15492
17,581492,28-07-2021,21976,Chai/Stainless Steel Cups - For The Love Of Tea,395,3,15492
17,581492,29-07-2021,21977,Brass Karpoor Arti - No.2,225,2,15492
17,581492,30-07-2021,21980,Nikhaar Hair Removal Cream For All Skin Types,82,2,15492
17,581492,02-08-2021,21981,Original Care Lip Balm For 24h Moisture With Shea Butter & Natural Oils,140,4,15492
17,581492,03-08-2021,21982,"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia",910,2,15492
17,581492,04-08-2021,21983,Sunspray Sunscreen SPF 30,450,1,15492
17,581492,05-08-2021,21984,Vastu Combo Pack - Floor Cleaner + toilet cleaner,319,1,15492
17,581492,06-08-2021,21986,"Water Flask - Insulated Thermosteel, Flip Lid , Silver",1095,3,15492
17,581492,09-08-2021,21989,Drumstick - Organically Grown,16.25,2,15492
17,581492,10-08-2021,21990,Up Or Down Eau De Toilette Deodorant - For Man,279,8,15492
17,581492,11-08-2021,21993,"Ultra Healing - Extra Dry Skin Moisturiser With Vitamin C, E & B5",329,8,15492
17,581492,12-08-2021,22024,"Organic, Fennel /Saunf/Sompu Powder",25,3,15492
17,581492,13-08-2021,22025,Coconut Braker - Big,169,3,15492
17,581492,16-08-2021,22026,Truffel - Caramel,200,4,15492
17,581492,17-08-2021,22027,Conditioner - Hair Repair,161,2,15492
17,581492,18-08-2021,22028,"Stainless Steel Water Bottle - Blue, BB506 3",470,1,15492
17,581492,19-08-2021,22029,Mischief Avatar Deodorant & Body Spray Perfume For Men,199,4,15492
17,581492,20-08-2021,22031,Skin Fruits Fruit Moisturising Body Lotion,81,1,15492
17,581492,23-08-2021,22037,Multipurpose Germ Protection Anti-Bacterial Wipes With Lemon Fragrance,100,4,15492
17,581492,24-08-2021,22064,Basmati Rice/Basmati Akki - Rozana Super 90,390,1,15492
17,581492,25-08-2021,22065,Milk power Frappe Milkshake - Belgian Chocolate,30,2,15492
17,581492,26-08-2021,22068,"Peanut Butter - Unsweetened, Crunchy",275,1,15492
17,581492,27-08-2021,22070,Salem Turmeric Powder/Arisina Pudi,33,3,15492
17,581492,30-08-2021,22071,Body Fragrance - Alexander,199,1,15492
17,581492,31-08-2021,22074,"Steel Storage/Lunch Container- No.1, Blue, Klip It",119,1,15492
17,581492,01-09-2021,22075,Ladies Finger,35,8,15492
17,581492,02-09-2021,22076,Aloe Vera Juice - Purifies Blood & Boosts Immunity,220,4,15492
17,581492,03-09-2021,22083,"Balloon - Polka Dot, 12 Inch",129,1,15492
17,581492,06-09-2021,22085,School/Stationery Kit,49,1,15492
17,581492,07-09-2021,22086,Face Wash - White Tea & Chamomile,185,38,15492
17,581492,08-09-2021,22091,Bathroom Cleaner,299,1,15492
17,581492,09-09-2021,22099,Imperial Desert Set - Aqua Leaves,625,3,15492
17,581492,10-09-2021,22104,Solitaire Storage Transparent Pet Container Set - Green Lid,969,4,15492
17,581492,13-09-2021,22106,Organic Cold Pressed Virgin Coconut Oil,365,1,15492
17,581492,14-09-2021,22107,DiaFree Juice,420,10,15492
17,581492,15-09-2021,22108,Hand Wash Rose & Geranium - Anti Bacterial,349,2,15492
17,581492,16-09-2021,22109,Namkeen - Flattend Rice Mixture,38,2,15492
17,581492,17-09-2021,22110,Borosilicate Glass Rectangular Food Container With Green Lid,339,3,15492
17,581492,20-09-2021,22111,Black Naturals,39,1,15492
17,581492,21-09-2021,22112,Sorghum Rava/ Semolina,80,1,15492
17,581492,22-09-2021,22114,Sensitive Toothpaste - Fresh Mint,230,4,15492
17,581492,23-09-2021,22116,Floor Cleaner - Lime,70,2,15492
17,581492,24-09-2021,22121,Hair Serum - Anti-Dandruff,750,1,15492
17,581492,27-09-2021,22123,"Face Mask 3-Layer Surgical - Disposable, Anti-Dust & Anti-Pollution, With Earloop",99,1,15492
17,581492,28-09-2021,22124,Veda Keto-Slim Ultra Weight Loss,1699,1,15492
17,581492,29-09-2021,22129,"Basmati Rice Mini Mogra, Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg",745,3,15492
17,581492,30-09-2021,22134,Tapioca,21.25,1,15492
17,581492,01-10-2021,15036,Organic - Kalonji,50,1,15492
17,581492,04-10-2021,15039,Savoury - Pizza,190,1,15492
17,581492,05-10-2021,15058C,Water/Juice Glass Tumbler - Volvic 3303,425,1,15492
17,581492,06-10-2021,16218,Red Poha,80,5,15492
17,581492,07-10-2021,16225,Brightening Serum,1450,1,15492
17,581492,08-10-2021,16235,Ivory Glass Bottle - Orange & Yellow Floral,190,3,15492
17,581492,11-10-2021,16237,Sheer Perfume For Women - EDP,1595,1,15492
17,581492,12-10-2021,17038,Dog Treats - Diced Chicken,195,1,15492
17,581492,13-10-2021,17084N,Baking Powder - Double Acting,145,1,15492
17,581492,14-10-2021,20659,"Ready Mix - Kheer, Vermicelli",60,7,15492
17,581492,15-10-2021,20665,Scrubbing Broom Brush - Outdoor,285,2,15492
17,581492,18-10-2021,20668,Organic Wheat Dalia,55,1,15492
17,581492,19-10-2021,20718,Moisturizing Body Bath - Green Tea & Milk,279,1,15492
17,581492,20-10-2021,20719,The Original Kashaya - Caffeine Free,279,7,15492
17,581492,21-10-2021,20723,Nizami Hyderabadi Cuisine,395,2,15492
17,581492,22-10-2021,20724,Elegance Deodorizing Talc - For Men,185,4,15492
17,581492,25-10-2021,22135,"LED Bulb - 10 Watt CDL Round Base Lyor 5 Star Series, Cool Day Light White, B22",285,6,15492
17,581492,26-10-2021,22138,Organic Rasam Ready Mix - Long Pepper,85,1,15492
17,581492,27-10-2021,22141,Gold Caramel Candy,50,2,15492
17,581492,28-10-2021,22150,Masala - Birayani Pulao,80,2,15492
17,581492,29-10-2021,22153,Hair Fall Control Oil,290,2,15492
17,581492,01-11-2021,22154,Bio Renew White Strawberry & Sweet Mint Conditioner,650,3,15492
17,581492,02-11-2021,22155,"Comfort Bathroom Stool Plastic/Patla - Plain, Big, Assorted",426,7,15492
17,581492,03-11-2021,22156,Bounce Biscuits - Elaichi Creme,30,4,15492
17,581492,04-11-2021,22163,"Pumice Stone & Emery Foot Filer - FFL3407, Colour May Vary",175,9,15492
17,581492,05-11-2021,22165,Olive Oil - Classic,1350,1,15492
17,581492,08-11-2021,22167,Light Soy Sauce - Reduced Salt,385,1,15492
17,581492,09-11-2021,22170,"Kitchen Cleaning/Dusting Microfibre Cloth - Red & Grey, G130064RG",258,1,15492
17,581492,10-11-2021,22173,Painting Kit,199,2,15492
17,581492,11-11-2021,22174,Diamond Skin Brightening Kit - Consumer Pack,250,7,15492
17,581492,12-11-2021,22178,Organic - Turmeric Powder/Arisina Pudi,40,5,15492
17,581492,15-11-2021,22186,Natural Neem Agarbatti,180,2,15492
17,581492,16-11-2021,22190,Raspberry Strawberry Preserve,349,3,15492
17,581492,17-11-2021,22193,Meghdoot Honey Almond Body Lotion,195,1,15492
17,581492,18-11-2021,22195,Hajmola Maha Candy - Aam+Imli,130,1,15492
17,581492,19-11-2021,22196,Rice Bran Oil,215,11,15492
17,581492,22-11-2021,22197,"N95 Washable Face Mask - Blue, Medium",395,34,15492
17,581492,23-11-2021,22199,Coriander Powder,24,1,15492
17,581492,24-11-2021,22209,Dressing - Creamy Caesar,270,1,15492
17,581492,25-11-2021,22212,Shishu Taila - For Healthy Skin & Stronger Bones,200,1,15492
17,581492,26-11-2021,22219,Chocolate Flavoured Lubes,300,4,15492
17,581492,29-11-2021,22224,Free Range Eggs - Omega 3,150,4,15492
17,581492,30-11-2021,22227,Whiteglow Skin Whitening & Brightening Gel Creme PA+++ - SPF 25,390,1,15492
17,581492,01-12-2021,22260,Premium Californian Roasted & Salted Pistachios - Value Pack,875,2,15492
17,581492,02-12-2021,22261,Active Baby Medium (6-11 kg) - 62 Diapers,1099,1,15492
17,581492,03-12-2021,22264,Nutrition & Health Drink - Pista Badam,315,1,15492
17,581492,06-12-2021,22273,Chocolate Biscuits - Cream 4 Fun,30,2,15492
17,581492,07-12-2021,22277,Oat Krunch - Dark Chocolate,125,1,15492
17,581492,08-12-2021,22279,Soft & Fresh Soap Bar,72,5,15492
17,581492,09-12-2021,22280,Oxygen Moisture Shampoo,630,4,15492
17,581492,10-12-2021,22300,"Almond Milk - Unsweetened, Lactose-Free, Plant-Based Milk Alternative",250,1,15492
17,581492,13-12-2021,22301,Herbal Vedaprash Immunity Booster,649,1,15492
17,581492,14-12-2021,22307,"Table Ring - Trivet Round, Dia-13 cm",59,1,15492
17,581492,15-12-2021,22308,Premium International Healthy Nutmix - Value Pack,599,2,15492
17,581492,16-12-2021,22309,Non Scratch Sponge,70,2,15492
17,581492,17-12-2021,22324,Premium Care XXXL - 23 Diaper Pants,1149,2,15492
17,581492,20-12-2021,22326,Drumstick - Organically Grown,16.25,3,15492
17,581492,21-12-2021,22327,Moisturzing Cream - Intense,350,2,15492
17,581492,22-12-2021,22329,Shikakai - Amla and Bhringraj,22,2,15492
17,581492,23-12-2021,22338,Amritsari Chhole Masala,63,4,15492
17,581492,24-12-2021,22340,Meswak Toothpaste,525,17,15492
17,581492,27-12-2021,22342,Tofu Supreme - Regular,120,7,15492
17,581492,28-12-2021,22348,Honey Sunflower,130,3,15492
17,581492,29-12-2021,22355,Premium Raw Organic Authentic Flaxseeds,99,3,15492
17,581492,30-12-2021,22356,Ultra Protect Spray,400,1,15492
17,581492,31-12-2021,22357,Chia Mango Mint Jam,140,2,15492
17,581492,01-01-2021,22358,Asafoetida - Powder,95,1,15492
17,581492,04-01-2021,22361,"Pure Maple Syrup - Product Of Canada, Grade A, Robust Taste",1000,2,15492
17,581492,05-01-2021,22362,Flucon Tablets - Fights Allergy Naturally,110,2,15492
17,581492,06-01-2021,22367,Tagara (Valerian) - Tablets,165,1,15492
17,581492,07-01-2021,22372,Masala - Pav Bhaji,66,1,15492
17,581492,08-01-2021,22374,Cereal Flip Lid Container/Storage Jar - Assorted Colour,107,1,15492
17,581492,11-01-2021,85014B,Greek Yogurt Smoothie - Strawberry,70,1,15492
17,581492,12-01-2021,85032C,Marvel Spiderman Metal Kids Pencil Box,149,1,15492
17,581492,13-01-2021,85038,Jeera Nibbles,50,1,15492
17,581492,14-01-2021,85039A,Pure Aloe Vera Gel,150,5,15492
17,581492,15-01-2021,85039B,Organic Quinoa Power Rice Cake,149,4,15492
17,581492,18-01-2021,85040A,Hair Styling Gel - High Hold With Wet Looks,299,1,15492
17,581492,19-01-2021,85048,Brazil - Single Origin Dark Chocolate,320,2,15492
17,581492,20-01-2021,85049C,Sesame Chikki,300,1,15492
17,581492,21-01-2021,85049G,Jerk Sauce,200,1,15492
17,581492,22-01-2021,85049H,Organic Elicoidali Pasta,495,2,15492
17,581492,25-01-2021,85053,Elegant Fruit Center Filled Choco Assortment,315,1,15492
17,581492,26-01-2021,85059,"Basting Brush Kitchen Oil Cooking Tool - Silicon Plastic, Pink/Peach Assorted, BB1166",189,1,15492
17,581492,27-01-2021,85066,Baby Powder With Fragrance,99,1,15492
17,581492,28-01-2021,85094,Supple Bounce Body Lotion,110,2,15492
17,581492,29-01-2021,85114C,Glass Serving Mixing Bowl,299,1,15492
17,581492,01-02-2021,85123A,Tawa Pav Bhaji Masala,66,3,15492
17,581492,02-02-2021,85131B,"Bathing Bar Soap - Germ Protection, Original",440,1,15492
17,581492,03-02-2021,85131D,Nylon Rope,80,2,15492
17,581492,04-02-2021,85152,Cleaner - Jewelery,575,1,15492
17,581492,05-02-2021,85168B,Tasty Ragi Chivda,99,3,15492
17,581492,08-02-2021,85169C,Crunchy & Creame Wafer Biscuit - Vanilla,99,1,15492
17,581492,09-02-2021,85170C,Fevicryl - Pearl Kit,110,1,15492
17,581492,10-02-2021,85173,"Deluxe Granite Non-Stick Omni Tawa, 250 mm (36301)",1020,1,15492
17,581492,11-02-2021,85177,"Granola - Choco, Almond & Cookies",265,1,15492
17,581492,12-02-2021,85178,Peanut Brittle - With Jaggery,199,1,15492
17,581492,15-02-2021,85179A,For Man Eau De Toilette,3450,4,15492
17,581492,16-02-2021,85199S,"Novawhite Glutathione & Vitamin C Cream - For Men & Women, Suitable For all Skin Types",675,9,15492
17,581492,17-02-2021,85227,"Klick Lead - 10HB, 10 Leads",100,3,15492
17,581492,18-02-2021,90003C,Bhumyalakki Tablets,120,1,15492
17,581492,19-02-2021,90003E,Juice/Milk Mugs,280,2,15492
17,581492,22-02-2021,90010A,Pizza Topping,189,1,15492
17,581492,23-02-2021,90013A,Shaving Foam,85,3,15492
17,581492,24-02-2021,90013C,Mix - Rava Dosai,60,2,15492
17,581492,25-02-2021,90014A,Aloe Vera - Organically grown,50,1,15492
17,581492,26-02-2021,90016B,"Green Tea - Mint, Good morning",150,1,15492
17,581492,01-03-2021,90018B,Bathing Soap - Cucumber & Coconut,120,1,15492
17,581492,02-03-2021,90019B,Imitation - Crab Sticks,195,1,15492
17,581492,03-03-2021,90027D,Shot Body Spray - Royal Jade,195,1,15492
17,581492,04-03-2021,90030B,Camne Vid,572,1,15492
17,581492,05-03-2021,90055,Madrid - Dessert Spoons,510,1,15492
17,581492,08-03-2021,90059A,Raw Chia Basil Seeds,450,1,15492
17,581492,09-03-2021,90059D,Jalapeno Pasta Sauce 385 g + Sriracha Chilli Sauce 185 g + Hot Sauce 75 ml,528,2,15492
17,581492,10-03-2021,90059E,"Shot Body Spray - Gold, Passion",195,1,15492
17,581492,11-03-2021,90059F,Toilex With Roundy Cont.- Vf,220,1,15492
17,581492,12-03-2021,90072,"Toilet Roll - 4 Rolls, 3 ply",325,1,15492
17,581492,15-03-2021,90086,Pumpkin Oil - Cold Pressed,625,1,15492
17,581492,16-03-2021,90120B,Darjeeling White Teabags - Reeti,875,2,15492
17,581492,17-03-2021,90120C,Twin Bucket Spin Mop - Green - 2 Refills,1300,1,15492
17,581492,18-03-2021,90130B,Expanding Folder,329,1,15492
17,581492,19-03-2021,90130C,Mouthwash Liquid - Cool Mint With Mild Taste,245,1,15492
17,581492,22-03-2021,90134,Quick Chai Masala,140,1,15492
17,581492,23-03-2021,90138,Non Alcoholic Beverage - Mango Chilli Mojito Mixer,99,1,15492
17,581492,24-03-2021,90141B,Intimate Lightening Serum,750,1,15492
17,581492,25-03-2021,90145,Olive Oil - Pomace,889,1,15492
17,581492,26-03-2021,90155,X-Tenso Care Straight Masque,685,1,15492
17,581492,29-03-2021,90161D,Monosodium Glutamate,35,1,15492
17,581492,30-03-2021,90163A,Pomace Olive Oil,325,2,15492
17,581492,31-03-2021,90165B,"Puppy Dog Treat - Chicken & Liver Chunks, (Rs 25 Off ) Value Saver Pack",500,1,15492
17,581492,01-04-2021,90168,Masala - Vegetable,46,1,15492
17,581492,02-04-2021,90169,Cheese - Mozzarella & Cheddar,240,1,15492
17,581492,05-04-2021,90170,Baby Oil With Fruit Extracts,429,1,15492
17,581492,06-04-2021,90174,Soya Milk - Vanilla,105,2,15492
17,581492,07-04-2021,90175A,Sunlite Spray,475,2,15492
17,581492,08-04-2021,90175D,Max Fresh New Super Plastic Lunch Box/Tiffin Box - Blue,602,1,15492
17,581492,09-04-2021,90177A,Fruit Yoghurt - Mango,160,1,15492
17,581492,12-04-2021,90177C,Chipotle Pepper Sauce,749,1,15492
17,581492,13-04-2021,90181B,Dairy Milk Black Forest - Imported,350,1,15492
17,581492,14-04-2021,90182C,Organic Brown Sugar/Sakkare,77,1,15492
17,581492,15-04-2021,90183A,Ready to Eat - Chicken Darbari,200,2,15492
17,581492,16-04-2021,90183C,Nuts Hazelnuts regular,400,1,15492
17,581492,19-04-2021,90184C,Roasted Sunflower Pumpkin & Flax Seeds,500,1,15492
17,581492,20-04-2021,90185B,Organic Paneer,125,1,15492
17,581492,21-04-2021,90188,"Multipurpose Plastic Basket - Laundry/Clothes, Blue, Oval",230,2,15492
17,581492,22-04-2021,90191,"Man-In-Charge - Aqua Blue, Eau De Parfum",700,2,15492
17,581492,23-04-2021,90192,Ayurvedic Karela Powder,60,1,15492
17,581492,26-04-2021,90198A,Sweetss - Badam halwa,600,2,15492
17,581492,27-04-2021,90200A,Pre Shave Foam - Classic Sensitive Skin,225,1,15492
17,581492,28-04-2021,90201A,Tomato Ketchup,110,2,15492
17,581492,29-04-2021,90201B,Premium Flat Square Plastic Container Set - Blue,115,1,15492
17,581492,30-04-2021,90201C,Lime Fresh 500 ml + Laundry San- Spring Blossom 480 ml,363,1,15492
17,581492,03-05-2021,90201D,Touch 'N' Fresh - Wild Lavender,120,1,15492
17,581492,04-05-2021,90202C,Crushed Chikki Peanut Bar,300,1,15492
17,581492,05-05-2021,90202D,"Sausage - Chicken, Cocktail",205,1,15492
17,581492,06-05-2021,90206C,Make Up Remover+Brightening Nigt Cream,1230,1,15492
17,581492,07-05-2021,90208,Pore Shrinking Face Pack,499,1,15492
17,581492,10-05-2021,90210A,Wafers - Vanilla & Hazelnut,75,1,15492
17,581492,11-05-2021,22378,Wasabi Coated Green Peas,70,2,15492
17,581492,12-05-2021,22379,Hair Spa Detoxifying Shampoo,399,1,15492
17,581492,13-05-2021,22380,Fruit Power Juice- Mixed Berries,110,2,15492
17,581492,14-05-2021,22396,Nilgiris Green Tea - Zoho Lemongrass,400,1,15492
17,581492,17-05-2021,22411,Borosilicate Glass Round Food Container With Dark Blue Lid,399,1,15492
17,581492,18-05-2021,22418,Cloth Clip,240,3,15492
17,581492,19-05-2021,22419,Original Soap,575,3,15492
17,581492,20-05-2021,22420,Daily Defence Instant Fairness Cream,240,1,15492
17,581492,21-05-2021,22421,Kashmiri Kahwa Green Tea,325,2,15492
17,581492,24-05-2021,22422,Cookies - Atta Desi Ghee,149,4,15492
17,581492,25-05-2021,22437,Biscuits - Badam Pista,99,1,15492
17,581492,26-05-2021,22441,Gulabari Moisturising Cold Cream,80,1,15492
17,581492,27-05-2021,22446,"Glass Bottle With Removable Fabric Cover - Grey, BB1317",389,7,15492
17,581492,28-05-2021,22457,All Time Plastic Soup Strainer - Assorted Colour,52,1,15492
17,581492,31-05-2021,22464,"Active Salt Toothpaste - Saver Pack 300 g + Mouthwash - Plax, Active Salt 250 ml",268,1,15492
17,581492,01-06-2021,22466,"Baby Food with Sprouted Grains - Ragi Rich, 6+ Months, Rich in Vitamins & Minerals, No Milk",99,1,15492
17,581492,02-06-2021,22467,Biofluence Therapeutic Shampoo,410,1,15492
17,581492,03-06-2021,22478,Vitamin D3 Tablets - 5000 IU D3,550,1,15492
17,581492,04-06-2021,22486,Organic Kala Chana,85,1,15492
17,581492,07-06-2021,22488,Soya Nuts - Roasted,49,1,15492
17,581492,08-06-2021,22489,Potato Crisp Chips - Original,175,5,15492
17,581492,09-06-2021,22495,5 Star Oreo Chocolate Bar,35,1,15492
17,581492,10-06-2021,22540,Pad Thai Noodles,210,1,15492
17,581492,11-06-2021,22544,Xanthan Gum,95,1,15492
17,581492,14-06-2021,22549,Mint Seasoning,79,3,15492
17,581492,15-06-2021,22551,Cranberry Kombucha,95,2,15492
17,581492,16-06-2021,22553,Nomarks - Antimarks Soap For Normal Skin,35,2,15492
17,581492,17-06-2021,22554,M1 Perfume Spray - For Men,420,3,15492
17,581492,18-06-2021,22555,"Passiflora Herb Powder - Supports Low Stress, Strain & Low Blood Pressure",295,3,15492
17,581492,21-06-2021,22557,Zeb Rise Wired 1200 DPI USB Optical High Precision Mouse,229,2,15492
17,581492,22-06-2021,22558,Glass Cleaner,129,3,15492
17,581492,23-06-2021,22560,Aika Snack Bowl Set,245,5,15492
17,581492,24-06-2021,22565,Hyderabadi Dum Biryani Masala,155,4,15492
17,581492,25-06-2021,22566,Mogo Mogo Fruit Green Tea Make Brew Iced Tea or Hot Tea,599,3,15492
17,581492,28-06-2021,22571,"Cat Treats - Salmon Rings, Purr-Fect",99,4,15492
17,581492,29-06-2021,22573,Breakfast Protein Variety Bar - Almond Coconut,290,2,15492
17,581492,30-06-2021,22574,Medium Wire Hooks,249,5,15492
17,581492,01-07-2021,22576,Intense Gel Lime  Fresh,175,3,15492
17,581492,02-07-2021,22577,Cashew/Kaju Whole Small W320 500g + Raisins/Kishmish - Indian 500g,1000,4,15492
17,581492,05-07-2021,22578,Tahini,325,19,15492
17,581492,06-07-2021,22580,Atta Noodles - Masala,80,9,15492
17,581492,07-07-2021,22581,Original Deodorant For Women,220,11,15492
17,581492,08-07-2021,22585,Noodles - Medium Egg,275,2,15492
17,581492,09-07-2021,22586,Happy Chef Pasta- Penne Rigate 500g +Sauce - Arrabiata 270g +Borges Olive Oil 1L,1704,2,15492
17,581492,12-07-2021,22589,Blemishes & Acne Control Sheet Mask (Pack of 6),774,6,15492
17,581492,13-07-2021,22591,"Super Tight Plastic Container - Printed, Assorted Colour",342,1,15492
17,581492,14-07-2021,22592,Under Eye Gel,595,3,15492
17,581492,15-07-2021,22593,Dates Pickle,150,2,15492
17,581492,16-07-2021,22594,Instant Noodles - Pepper Crab Flavor,50,3,15492
17,581492,19-07-2021,22597,"Confeito Rainbow Vermicelli, Sprinkles",135,9,15492
17,581492,20-07-2021,22598,Aroma Oil,1500,4,15492
17,581492,21-07-2021,22599,Honey - Weight Watchers,550,5,15492
17,581492,22-07-2021,22600,Adhesive - All Fix Clear & Non Staining All Purpose,70,2,15492
17,581492,23-07-2021,22601,Amaranth Grains,245,3,15492
17,581492,26-07-2021,22602,Garlic Treat,90,3,15492
17,581492,27-07-2021,22608,Steel Lunch/Tiffin Box With 4 Containers - 8X4,599,3,15492
